,Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedFeat,PoL,RT,WithinGameTrial,Adult,Age,Block,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,TotalLookingTime,FeatureEntropy,Animals,Landscapes,Objects,DimensionEntropy
17,23,18,1,1,5,7,3,4,9,2,6,8,3.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,1,2,0.0,0.0,1.0,True,0.0,0.64029,18,False,15.12,1,0.0,0.7162162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.27927927927927926,0.0045045045045045045,0.888,0.2709265583448748,0.7162162162162162,0.0,0.27927927927927926,0.5418531166897496
18,23,19,1,2,5,8,1,4,9,3,6,7,1.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,1,2,0.0,0.0,1.0,True,0.0,0.9829,19,False,15.12,1,0.0,0.18360655737704923,0.0,0.0,0.02295081967213107,0.0,0.0,0.6000000000000001,0.1770491803278689,0.01639344262295074,1.2199999999999998,0.4600608137884579,0.18360655737704923,0.02295081967213107,0.777049180327869,0.540539487941373
19,23,20,1,2,6,7,3,4,9,1,5,8,1.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,1,2,0.0,0.0,1.0,True,0.0,1.0524,20,False,15.12,1,0.0,0.1646341463414634,0.0,0.0,0.0,0.0,0.6432926829268293,0.0,0.19207317073170732,0.0,1.312,0.40855833917640305,0.1646341463414634,0.0,0.8353658536585367,0.40712731637379695
20,23,21,2,2,4,8,3,6,9,1,5,7,3.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,True,0.0,1.3494,1,False,15.12,1,0.0,0.13390313390313385,0.008547008547008477,0.005698005698005699,0.0,0.0,0.0,0.2706552706552707,0.16524216524216528,0.415954415954416,1.4039999999999997,0.45083825771475805,0.14245014245014234,0.005698005698005699,0.43589743589743596,0.6089441538192062
21,23,22,2,2,6,9,1,4,8,3,5,7,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,0.0,0.0,1.0,True,0.0,0.55658,2,False,15.12,1,0.02158273381294946,0.0,0.0,0.9280575539568346,0.0,0.0,0.0,0.028776978417266192,0.0,0.02158273381294964,0.5559999999999999,0.1156843347584843,0.02158273381294946,0.9280575539568346,0.028776978417266192,0.2313686695169686
22,23,23,2,1,6,9,2,5,7,3,4,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,1.2917,3,False,15.12,1,0.0,0.1389728096676738,0.006042296072507477,0.0,0.0,0.0,0.1601208459214501,0.0,0.0,0.6948640483383686,1.3239999999999998,0.27236321948016484,0.14501510574018128,0.0,0.1601208459214501,0.5218636222682533
23,23,24,2,2,5,8,1,6,9,3,4,7,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,1.2182,4,False,15.12,1,0.13289036544850505,0.12292358803986704,0.0,0.0,0.0,0.0,0.0,0.4717607973421928,0.20930232558139536,0.06312292358803971,1.204,0.5496227421393499,0.2558139534883721,0.0,0.6810631229235882,0.5555635486696766
24,23,25,2,3,5,9,1,6,7,2,4,8,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,0.0,1.7524,5,False,15.12,1,0.006578947368421053,0.0,0.14692982456140352,0.0,0.28289473684210525,0.12500000000000003,0.006578947368421053,0.0,0.4276315789473684,0.004385964912280702,1.8239999999999998,0.6045316096014459,0.15350877192982457,0.4078947368421053,0.4342105263157895,0.9245142433066649
25,23,26,2,1,4,9,2,5,8,3,6,7,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.67176,6,False,15.12,1,0.0,0.007874015748031498,0.03149606299212599,0.15748031496062995,0.0,0.04724409448818899,0.03149606299212599,0.0,0.0,0.7244094488188976,0.5079999999999999,0.3146094630578481,0.03937007874015749,0.20472440944881892,0.03149606299212599,0.51062034662339
26,23,27,2,2,6,8,3,4,7,1,5,9,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.70969,7,False,15.12,1,0.0,0.0,0.01657458563535898,0.546961325966851,0.0,0.0,0.01104972375690608,0.0,0.0,0.4254143646408839,0.7239999999999999,0.2037846971620556,0.01657458563535898,0.546961325966851,0.01104972375690608,0.4075693943241112
27,23,28,2,2,6,9,3,4,7,1,5,8,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.53196,8,False,15.12,1,0.0,0.0,0.01648351648351649,0.027472527472527347,0.0,0.5219780219780222,0.016483516483516352,0.0,0.0,0.41758241758241754,0.7279999999999996,0.2609874441033043,0.01648351648351649,0.5494505494505496,0.016483516483516352,0.42269117305452897
28,23,29,2,3,4,9,2,5,8,1,6,7,3.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,0.0,0.89136,9,False,15.12,1,0.0,0.0,0.0,0.006097560975609683,0.0,0.0,0.0,0.030487804878048568,0.6951219512195126,0.2682926829268293,1.3119999999999994,0.17763584547171246,0.0,0.006097560975609683,0.7256097560975612,0.2401492791035961
29,23,30,2,1,6,9,2,4,7,3,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.56151,10,False,15.12,1,0.0,0.0,0.0,0.0,0.0,0.9147286821705427,0.0,0.0,0.02325581395348818,0.062015503875969005,0.5159999999999999,0.07691407993731394,0.0,0.9147286821705427,0.02325581395348818,0.1538281598746279
30,23,31,2,1,4,8,2,5,9,3,6,7,3.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.84899,11,False,15.12,1,0.0,0.0,0.0,0.0,0.17213114754098352,0.0,0.0,0.0,0.0,0.8278688524590164,0.976,0.13783958064429586,0.0,0.17213114754098352,0.0,0.2756791612885917
31,23,32,2,1,5,8,2,4,9,3,6,7,3.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.5676,12,False,15.12,1,0.0,0.015706806282722384,0.0,0.486910994764398,0.0,0.0,0.0,0.0,0.026178010471204192,0.47120418848167545,0.7639999999999999,0.23257526516353666,0.015706806282722384,0.486910994764398,0.026178010471204192,0.4651505303270733
32,23,33,2,2,6,8,3,4,9,1,5,7,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.81435,13,False,15.12,1,0.0,0.0,0.00819672131147541,0.26639344262295084,0.4795081967213115,0.22131147540983595,0.0,0.0,0.01639344262295082,0.00819672131147541,0.976,0.5212771755237955,0.00819672131147541,0.9672131147540983,0.01639344262295082,0.12653419301449245
33,23,34,2,1,6,9,2,4,8,3,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,0.0,0.0,1.0,True,0.0,0.59681,14,False,15.12,1,0.0,0.0,0.0,0.354679802955665,0.0,0.645320197044335,0.0,0.0,0.0,0.0,0.812,0.29596227536841097,0.0,1.0,0.0,-0.0
34,23,35,2,1,5,9,3,4,8,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,0.0,0.71425,15,False,15.12,1,0.0,0.0,0.0,0.015384615384615384,0.0,0.0,0.0,0.3282051282051282,0.0,0.6564102564102564,0.78,0.19564685723420144,0.0,0.015384615384615384,0.3282051282051282,0.3912937144684029
35,23,36,2,1,4,7,3,6,8,2,5,9,2.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.73832,16,False,15.12,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8200000000000001,-0.0,0.0,1.0,0.0,-0.0
36,23,37,2,3,5,8,1,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.53602,17,False,15.12,1,0.0,0.0,0.0,0.23913043478260868,0.7608695652173914,0.0,0.0,0.0,0.0,0.0,1.104,0.25035015959387785,0.0,1.0,0.0,-0.0
37,23,38,2,1,6,9,2,4,8,3,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.86293,18,False,15.12,1,0.0,0.0,0.0,0.6515837104072398,0.0,0.0,0.0,0.3484162895927601,0.0,0.0,0.8840000000000001,0.29421696381046747,0.0,0.6515837104072398,0.3484162895927601,0.5884339276209349
38,23,39,2,3,4,8,1,5,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.55731,19,False,15.12,1,0.0,0.0,0.0,0.737967914438503,0.0,0.0,0.0,0.09090909090909068,0.0,0.17112299465240635,0.7479999999999997,0.20126557573737125,0.0,0.737967914438503,0.09090909090909068,0.4025311514747425
39,23,40,2,3,5,8,1,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.62879,20,False,15.12,1,0.010723860589812334,0.0,0.0,0.2680965147453084,0.0,0.0,0.0857908847184986,0.6219839142091154,0.0,0.01340482573726535,1.4919999999999998,0.4130631973914162,0.010723860589812334,0.2680965147453084,0.707774798927614,0.5881856047458206
40,23,41,3,3,5,9,2,4,7,1,6,8,2.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,2,6,0.0,0.0,0.0,True,0.0,1.2593,1,False,15.12,2,0.0,0.0,0.0,0.3192488262910798,0.0,0.26760563380281677,0.37089201877934275,0.0,0.0,0.04225352112676058,0.8519999999999996,0.4938726749780444,0.0,0.5868544600938965,0.37089201877934275,0.619552424926011
41,23,42,3,1,5,7,2,6,8,3,4,9,1.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.42485,2,False,15.12,2,0.0,0.0,0.0,0.0,0.07103825136612021,0.027322404371584702,0.6284153005464481,0.0,0.0,0.27322404371584685,0.732,0.2631310910476917,0.0,0.09836065573770492,0.6284153005464481,0.47336305527816874
42,23,43,3,3,5,9,1,6,7,2,4,8,3.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.70461,3,False,15.12,2,0.17919075144508673,0.36416184971098253,0.0,0.0,0.0,0.3641618497109827,0.034682080924855495,0.0,0.0,0.057803468208092484,0.692,0.5281160487435194,0.5433526011560692,0.3641618497109827,0.034682080924855495,0.7426540607860264
43,23,44,3,1,4,7,2,6,9,3,5,8,1.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,2,6,0.0,0.0,0.0,True,0.0,0.71837,4,False,15.12,2,0.0,0.0,0.0,0.3208955223880596,0.0,0.014925373134328361,0.25373134328358216,0.0,0.0,0.4104477611940299,0.5359999999999999,0.3529391025030132,0.0,0.3358208955223879,0.25373134328358216,0.6502998625301786
44,23,45,3,2,4,9,1,6,7,3,5,8,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.62876,5,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.6236559139784946,0.3655913978494624,0.0,0.0,0.010752688172043012,0.372,0.3014418738125032,0.0,0.6236559139784946,0.3655913978494624,0.6028837476250064
45,23,46,3,3,5,9,2,4,8,1,6,7,3.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.58812,6,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6729857819905213,0.3270142180094787,0.0,0.0,0.844,0.28765560182429284,0.0,0.0,1.0,-0.0
46,23,47,3,3,4,8,1,5,9,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,0.0,0.54608,7,False,15.12,2,0.0,0.0,0.0,0.0,0.3917525773195876,0.0,0.6082474226804123,0.0,0.0,0.0,0.776,0.3047142249253699,0.0,0.3917525773195876,0.6082474226804123,0.6094284498507399
47,23,48,3,3,4,8,2,5,7,1,6,9,2.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.39406,8,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.48,-0.0,0.0,0.0,1.0,-0.0
48,23,49,3,3,6,7,1,4,9,2,5,8,1.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.83249,9,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1799999999999999,-0.0,0.0,0.0,1.0,-0.0
49,23,50,3,1,5,9,2,6,7,3,4,8,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.48743,10,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.08474576271186442,0.7062146892655368,0.0,0.0,0.20903954802259891,0.7079999999999999,0.20699198036041885,0.0,0.08474576271186442,0.7062146892655368,0.4139839607208377
50,23,51,3,2,6,9,1,4,8,3,5,7,3.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.78993,11,False,15.12,2,0.0,0.0,0.0,0.25882352941176473,0.0,0.0,0.5882352941176472,0.0,0.0,0.15294117647058814,1.02,0.3012720834134518,0.0,0.25882352941176473,0.5882352941176472,0.6025441668269036
51,23,52,3,3,6,8,1,5,9,2,4,7,3.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.5234,12,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.7021276595744681,0.0,0.2978723404255319,0.0,0.752,0.27719094073756106,0.0,0.0,1.0,-0.0
52,23,53,3,2,6,7,1,5,9,3,4,8,1.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,0.0,0.82727,13,False,15.12,2,0.0,0.0,0.0,0.13725490196078424,0.006535947712418301,0.0,0.6372549019607844,0.0,0.0,0.2189542483660131,1.224,0.26970077006587795,0.0,0.14379084967320255,0.6372549019607844,0.5152001068222576
53,23,54,3,2,6,7,3,4,9,1,5,8,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,2,6,0.0,0.0,0.0,True,0.0,0.84908,14,False,15.12,2,0.0,0.0,0.0,0.3320610687022901,0.0,0.11068702290076325,0.049618320610687015,0.0,0.47328244274809167,0.03435114503816794,1.048,0.5064444566304136,0.0,0.44274809160305334,0.5229007633587787,0.636949662866749
54,23,55,3,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,1.1684,15,False,15.12,2,0.1470588235294118,0.0,0.0,0.0,0.0,0.17058823529411768,0.1558823529411766,0.0,0.5235294117647058,0.0029411764705882357,1.3599999999999999,0.5516622308935214,0.1470588235294118,0.17058823529411768,0.6794117647058824,0.7702423677468302
55,23,56,3,3,5,8,2,4,7,1,6,9,3.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.0,0.38995,16,False,15.12,2,0.0,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.6521739130434783,0.0,0.644,0.2940484608287467,0.0,0.34782608695652173,0.6521739130434783,0.5880969216574934
56,23,57,3,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,0.0,0.0,1.0,True,0.0,0.53403,17,False,15.12,2,0.0,0.0,0.0,0.08703374777975134,0.0,0.007104795737122514,0.0,0.0,0.8845470692717585,0.02131438721136763,2.252,0.16209199389675455,0.0,0.09413854351687385,0.8845470692717585,0.30125646928559474
57,23,58,3,1,5,8,2,4,9,3,6,7,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.45239,18,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.732,-0.0,0.0,0.0,1.0,-0.0
58,23,59,3,1,4,9,3,5,7,2,6,8,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.69018,19,False,15.12,2,0.0,0.0,0.0,0.14767932489451477,0.17721518987341772,0.0,0.0,0.0,0.5527426160337553,0.12236286919831224,0.9480000000000001,0.41726279056438964,0.0,0.3248945147679325,0.5527426160337553,0.6307636857681465
59,23,60,3,2,6,9,3,5,8,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,True,0.0,0.51366,20,False,15.12,2,0.0,0.0,0.0,0.0,0.02439024390243891,0.0,0.5365853658536586,0.004878048780487807,0.18536585365853664,0.2487804878048781,0.8199999999999997,0.34725678205921723,0.0,0.02439024390243891,0.726829268292683,0.293533713310966
60,23,61,4,3,4,7,1,6,9,2,5,8,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.0,1.4131,1,False,15.12,2,0.0,0.0,0.0,0.057182705718270575,0.0,0.09205020920502092,0.0,0.0,0.8465829846582985,0.004184100418410042,2.868,0.23857503828822602,0.0,0.1492329149232915,0.8465829846582985,0.3867367662807016
61,23,62,4,2,6,8,3,4,9,1,5,7,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.0,0.53177,2,False,15.12,2,0.0,0.0,0.0,0.04705882352941177,0.0,0.0,0.0,0.0,0.9470588235294117,0.005882352941176471,0.6799999999999999,0.08890440590127067,0.0,0.04705882352941177,0.9470588235294117,0.17780881180254135
62,23,63,4,3,5,9,1,4,8,2,6,7,1.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.0,0.65855,3,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46596858638743455,0.0,0.5340314136125655,0.764,0.1619456127726595,0.0,0.0,0.46596858638743455,0.323891225545319
