Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedFeat,RT,WithinGameTrial,PoL,Adult,Age,Block,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,TotalLookingTime,FeatureEntropy,Animals,Landscapes,Objects,DimensionEntropy
23,11,1,2,5,7,1,6,9,3,4,8,1.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,1.0,1,2,0.0,0.0,1.0,False,0.7216,11,18.0,False,15.12,1,0.0,0.1924686192468619,0.0,0.0,0.3640167364016737,0.0,0.2175732217573221,0.0,0.2259414225941423,0.0,0.9559999999999996,0.615751065368798,0.1924686192468619,0.3640167364016737,0.4435146443514644,0.9517474088363708
23,12,1,2,4,9,1,5,7,3,6,8,1.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,1.0,1,2,0.0,0.0,1.0,False,1.2475,12,18.0,False,15.12,1,0.0,0.415492957746479,0.0,0.0,0.2640845070422536,0.0,0.1443661971830986,0.0,0.1725352112676056,0.0035211267605631,1.1359999999999997,0.5912575334342907,0.415492957746479,0.2640845070422536,0.3169014084507043,0.9837136243988382
23,13,1,2,5,9,3,6,8,1,4,7,1.0,2.0,5.0,9.0,1.0,3.0,4.0,6.0,7.0,8.0,0.0,1,2,0.0,0.0,1.0,False,0.5745,13,18.0,False,15.12,1,0.0,0.2163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.7836734693877552,0.0,0.98,0.2376721534373942,0.2163265306122448,0.0,0.7836734693877552,0.4753443068747884
23,14,1,3,4,8,1,6,9,2,5,7,3.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,1.0,1,2,0.0,0.0,1.0,False,0.54083,14,18.0,False,15.12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6487804878048781,0.0,0.0585365853658535,0.2926829268292683,0.82,0.2033632794464411,0.0,0.0,0.7073170731707316,0.2229422488626705
23,15,1,1,6,9,2,5,7,3,4,8,3.0,3.0,4.0,8.0,1.0,2.0,5.0,6.0,7.0,9.0,1.0,1,2,0.0,0.0,0.0,False,0.69957,15,18.0,False,15.12,1,0.0,0.6315789473684211,0.0,0.0,0.1789473684210526,0.0,0.175438596491228,0.0,0.0,0.0140350877192982,1.14,0.4111933349532648,0.6315789473684211,0.1789473684210526,0.175438596491228,0.8223866699065296
23,16,1,1,6,7,3,5,8,2,4,9,3.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,1.0,1,2,0.0,0.0,1.0,False,1.2026,16,18.0,False,15.12,1,0.0,0.2164634146341464,0.0,0.2499999999999999,0.0,0.0,0.1128048780487805,0.1981707317073171,0.1585365853658537,0.0640243902439023,1.3119999999999996,0.6993996814044304,0.2164634146341464,0.2499999999999999,0.4695121951219513,0.9401084700296808
23,17,1,3,4,7,2,6,8,1,5,9,1.0,3.0,4.0,7.0,1.0,2.0,5.0,6.0,8.0,9.0,0.0,1,2,0.0,0.0,0.0,False,0.63359,17,18.0,False,15.12,1,0.0,0.458128078817734,0.0,0.0,0.0,0.0,0.4876847290640394,0.0,0.0,0.0541871921182264,0.8119999999999999,0.322141576338838,0.458128078817734,0.0,0.4876847290640394,0.644283152677676
23,18,1,1,5,7,3,4,9,2,6,8,3.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,1,2,0.0,0.0,1.0,False,0.64029,18,18.0,False,15.12,1,0.0,0.7162162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.2792792792792792,0.0045045045045045,0.888,0.2709265583448748,0.7162162162162162,0.0,0.2792792792792792,0.5418531166897496
23,19,1,2,5,8,1,4,9,3,6,7,1.0,2.0,5.0,8.0,1.0,3.0,4.0,6.0,7.0,9.0,1.0,1,2,0.0,0.0,1.0,False,0.9829,19,18.0,False,15.12,1,0.0,0.1836065573770492,0.0,0.0,0.022950819672131,0.0,0.0,0.6000000000000001,0.1770491803278689,0.0163934426229507,1.2199999999999998,0.4600608137884579,0.1836065573770492,0.022950819672131,0.777049180327869,0.540539487941373
23,20,1,2,6,7,3,4,9,1,5,8,1.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,1,2,0.0,0.0,1.0,False,1.0524,20,18.0,False,15.12,1,0.0,0.1646341463414634,0.0,0.0,0.0,0.0,0.6432926829268293,0.0,0.1920731707317073,0.0,1.312,0.408558339176403,0.1646341463414634,0.0,0.8353658536585367,0.4071273163737969
23,21,2,2,4,8,3,6,9,1,5,7,3.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,True,1.3494,1,2.0,False,15.12,1,0.0,0.1339031339031338,0.0085470085470084,0.0056980056980056,0.0,0.0,0.0,0.2706552706552707,0.1652421652421652,0.415954415954416,1.4039999999999997,0.450838257714758,0.1424501424501423,0.0056980056980056,0.4358974358974359,0.6089441538192062
23,22,2,2,6,9,1,4,8,3,5,7,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,0.0,0.0,1.0,True,0.55658,2,2.0,False,15.12,1,0.0215827338129494,0.0,0.0,0.9280575539568346,0.0,0.0,0.0,0.0287769784172661,0.0,0.0215827338129496,0.5559999999999999,0.1156843347584843,0.0215827338129494,0.9280575539568346,0.0287769784172661,0.2313686695169686
23,23,2,1,6,9,2,5,7,3,4,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,1.2917,3,2.0,False,15.12,1,0.0,0.1389728096676738,0.0060422960725074,0.0,0.0,0.0,0.1601208459214501,0.0,0.0,0.6948640483383686,1.3239999999999998,0.2723632194801648,0.1450151057401812,0.0,0.1601208459214501,0.5218636222682533
23,24,2,2,5,8,1,6,9,3,4,7,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,1.2182,4,2.0,False,15.12,1,0.132890365448505,0.122923588039867,0.0,0.0,0.0,0.0,0.0,0.4717607973421928,0.2093023255813953,0.0631229235880397,1.204,0.5496227421393499,0.2558139534883721,0.0,0.6810631229235882,0.5555635486696766
23,25,2,3,5,9,1,6,7,2,4,8,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,1.7524,5,2.0,False,15.12,1,0.006578947368421,0.0,0.1469298245614035,0.0,0.2828947368421052,0.125,0.006578947368421,0.0,0.4276315789473684,0.0043859649122807,1.824,0.6045316096014459,0.1535087719298245,0.4078947368421053,0.4342105263157895,0.9245142433066648
23,26,2,1,4,9,2,5,8,3,6,7,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,0.0,0.0,0.0,True,0.67176,6,2.0,False,15.12,1,0.0,0.0078740157480314,0.0314960629921259,0.1574803149606299,0.0,0.0472440944881889,0.0314960629921259,0.0,0.0,0.7244094488188976,0.5079999999999999,0.3146094630578481,0.0393700787401574,0.2047244094488189,0.0314960629921259,0.51062034662339
23,27,2,2,6,8,3,4,7,1,5,9,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.70969,7,2.0,False,15.12,1,0.0,0.0,0.0165745856353589,0.546961325966851,0.0,0.0,0.011049723756906,0.0,0.0,0.4254143646408839,0.7239999999999999,0.2037846971620556,0.0165745856353589,0.546961325966851,0.011049723756906,0.4075693943241112
23,28,2,2,6,9,3,4,7,1,5,8,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.53196,8,2.0,False,15.12,1,0.0,0.0,0.0164835164835164,0.0274725274725273,0.0,0.5219780219780222,0.0164835164835163,0.0,0.0,0.4175824175824175,0.7279999999999996,0.2609874441033043,0.0164835164835164,0.5494505494505496,0.0164835164835163,0.4226911730545289
23,29,2,3,4,9,2,5,8,1,6,7,3.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,0.89136,9,2.0,False,15.12,1,0.0,0.0,0.0,0.0060975609756096,0.0,0.0,0.0,0.0304878048780485,0.6951219512195126,0.2682926829268293,1.3119999999999994,0.1776358454717124,0.0,0.0060975609756096,0.7256097560975612,0.2401492791035961
23,30,2,1,6,9,2,4,7,3,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.56151,10,2.0,False,15.12,1,0.0,0.0,0.0,0.0,0.0,0.9147286821705428,0.0,0.0,0.0232558139534881,0.062015503875969,0.5159999999999999,0.0769140799373139,0.0,0.9147286821705428,0.0232558139534881,0.1538281598746279
23,31,2,1,4,8,2,5,9,3,6,7,3.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.84899,11,2.0,False,15.12,1,0.0,0.0,0.0,0.0,0.1721311475409835,0.0,0.0,0.0,0.0,0.8278688524590164,0.976,0.1378395806442958,0.0,0.1721311475409835,0.0,0.2756791612885917
23,32,2,1,5,8,2,4,9,3,6,7,3.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.5676,12,2.0,False,15.12,1,0.0,0.0157068062827223,0.0,0.486910994764398,0.0,0.0,0.0,0.0,0.0261780104712041,0.4712041884816754,0.7639999999999999,0.2325752651635366,0.0157068062827223,0.486910994764398,0.0261780104712041,0.4651505303270733
23,33,2,2,6,8,3,4,9,1,5,7,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.81435,13,2.0,False,15.12,1,0.0,0.0,0.0081967213114754,0.2663934426229508,0.4795081967213115,0.2213114754098359,0.0,0.0,0.0163934426229508,0.0081967213114754,0.976,0.5212771755237955,0.0081967213114754,0.9672131147540984,0.0163934426229508,0.1265341930144924
23,34,2,1,6,9,2,4,8,3,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,0.0,0.0,1.0,True,0.59681,14,2.0,False,15.12,1,0.0,0.0,0.0,0.354679802955665,0.0,0.645320197044335,0.0,0.0,0.0,0.0,0.812,0.2959622753684109,0.0,1.0,0.0,-0.0
23,35,2,1,5,9,3,4,8,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,0.71425,15,2.0,False,15.12,1,0.0,0.0,0.0,0.0153846153846153,0.0,0.0,0.0,0.3282051282051282,0.0,0.6564102564102564,0.78,0.1956468572342014,0.0,0.0153846153846153,0.3282051282051282,0.3912937144684029
23,36,2,1,4,7,3,6,8,2,5,9,2.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.73832,16,2.0,False,15.12,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8200000000000001,-0.0,0.0,1.0,0.0,-0.0
23,37,2,3,5,8,1,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.53602,17,2.0,False,15.12,1,0.0,0.0,0.0,0.2391304347826086,0.7608695652173914,0.0,0.0,0.0,0.0,0.0,1.104,0.2503501595938778,0.0,1.0,0.0,-0.0
23,38,2,1,6,9,2,4,8,3,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.86293,18,2.0,False,15.12,1,0.0,0.0,0.0,0.6515837104072398,0.0,0.0,0.0,0.3484162895927601,0.0,0.0,0.8840000000000001,0.2942169638104674,0.0,0.6515837104072398,0.3484162895927601,0.5884339276209349
23,39,2,3,4,8,1,5,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.55731,19,2.0,False,15.12,1,0.0,0.0,0.0,0.737967914438503,0.0,0.0,0.0,0.0909090909090906,0.0,0.1711229946524063,0.7479999999999997,0.2012655757373712,0.0,0.737967914438503,0.0909090909090906,0.4025311514747425
23,40,2,3,5,8,1,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.62879,20,2.0,False,15.12,1,0.0107238605898123,0.0,0.0,0.2680965147453084,0.0,0.0,0.0857908847184986,0.6219839142091154,0.0,0.0134048257372653,1.4919999999999998,0.4130631973914162,0.0107238605898123,0.2680965147453084,0.707774798927614,0.5881856047458206
23,41,3,3,5,9,2,4,7,1,6,8,2.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,2,6,0.0,0.0,0.0,False,1.2593,1,,False,15.12,2,0.0,0.0,0.0,0.3192488262910798,0.0,0.2676056338028167,0.3708920187793427,0.0,0.0,0.0422535211267605,0.8519999999999996,0.4938726749780444,0.0,0.5868544600938965,0.3708920187793427,0.619552424926011
23,42,3,1,5,7,2,6,8,3,4,9,1.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.42485,2,,False,15.12,2,0.0,0.0,0.0,0.0,0.0710382513661202,0.0273224043715847,0.6284153005464481,0.0,0.0,0.2732240437158468,0.732,0.2631310910476917,0.0,0.0983606557377049,0.6284153005464481,0.4733630552781687
23,43,3,3,5,9,1,6,7,2,4,8,3.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.70461,3,,False,15.12,2,0.1791907514450867,0.3641618497109825,0.0,0.0,0.0,0.3641618497109827,0.0346820809248554,0.0,0.0,0.0578034682080924,0.692,0.5281160487435194,0.5433526011560692,0.3641618497109827,0.0346820809248554,0.7426540607860264
23,44,3,1,4,7,2,6,9,3,5,8,1.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,2,6,0.0,0.0,0.0,False,0.71837,4,,False,15.12,2,0.0,0.0,0.0,0.3208955223880596,0.0,0.0149253731343283,0.2537313432835821,0.0,0.0,0.4104477611940299,0.5359999999999999,0.3529391025030132,0.0,0.3358208955223879,0.2537313432835821,0.6502998625301786
23,45,3,2,4,9,1,6,7,3,5,8,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,False,0.62876,5,,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.6236559139784946,0.3655913978494624,0.0,0.0,0.010752688172043,0.372,0.3014418738125032,0.0,0.6236559139784946,0.3655913978494624,0.6028837476250064
23,46,3,3,5,9,2,4,8,1,6,7,3.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,False,0.58812,6,,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6729857819905213,0.3270142180094787,0.0,0.0,0.844,0.2876556018242928,0.0,0.0,1.0,-0.0
23,47,3,3,4,8,1,5,9,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,False,0.54608,7,,False,15.12,2,0.0,0.0,0.0,0.0,0.3917525773195876,0.0,0.6082474226804123,0.0,0.0,0.0,0.776,0.3047142249253699,0.0,0.3917525773195876,0.6082474226804123,0.6094284498507399
23,48,3,3,4,8,2,5,7,1,6,9,2.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.39406,8,,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.48,-0.0,0.0,0.0,1.0,-0.0
23,49,3,3,6,7,1,4,9,2,5,8,1.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,False,0.83249,9,,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1799999999999999,-0.0,0.0,0.0,1.0,-0.0
23,50,3,1,5,9,2,6,7,3,4,8,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,False,0.48743,10,,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.7062146892655368,0.0,0.0,0.2090395480225989,0.7079999999999999,0.2069919803604188,0.0,0.0847457627118644,0.7062146892655368,0.4139839607208377
23,51,3,2,6,9,1,4,8,3,5,7,3.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.78993,11,,False,15.12,2,0.0,0.0,0.0,0.2588235294117647,0.0,0.0,0.5882352941176472,0.0,0.0,0.1529411764705881,1.02,0.3012720834134518,0.0,0.2588235294117647,0.5882352941176472,0.6025441668269036
23,52,3,3,6,8,1,5,9,2,4,7,3.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.5234,12,,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.7021276595744681,0.0,0.2978723404255319,0.0,0.752,0.277190940737561,0.0,0.0,1.0,-0.0
23,53,3,2,6,7,1,5,9,3,4,8,1.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,False,0.82727,13,,False,15.12,2,0.0,0.0,0.0,0.1372549019607842,0.0065359477124183,0.0,0.6372549019607844,0.0,0.0,0.2189542483660131,1.224,0.2697007700658779,0.0,0.1437908496732025,0.6372549019607844,0.5152001068222576
23,54,3,2,6,7,3,4,9,1,5,8,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,2,6,0.0,0.0,0.0,False,0.84908,14,,False,15.12,2,0.0,0.0,0.0,0.3320610687022901,0.0,0.1106870229007632,0.049618320610687,0.0,0.4732824427480916,0.0343511450381679,1.048,0.5064444566304136,0.0,0.4427480916030533,0.5229007633587787,0.636949662866749
23,55,3,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,False,1.1684,15,,False,15.12,2,0.1470588235294118,0.0,0.0,0.0,0.0,0.1705882352941176,0.1558823529411766,0.0,0.5235294117647058,0.0029411764705882,1.36,0.5516622308935214,0.1470588235294118,0.1705882352941176,0.6794117647058824,0.7702423677468302
23,56,3,3,5,8,2,4,7,1,6,9,3.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,False,0.38995,16,,False,15.12,2,0.0,0.0,0.0,0.3478260869565217,0.0,0.0,0.0,0.0,0.6521739130434783,0.0,0.644,0.2940484608287467,0.0,0.3478260869565217,0.6521739130434783,0.5880969216574934
23,57,3,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,0.0,0.0,1.0,False,0.53403,17,,False,15.12,2,0.0,0.0,0.0,0.0870337477797513,0.0,0.0071047957371225,0.0,0.0,0.8845470692717585,0.0213143872113676,2.252,0.1620919938967545,0.0,0.0941385435168738,0.8845470692717585,0.3012564692855947
23,58,3,1,5,8,2,4,9,3,6,7,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,0.0,0.0,0.0,False,0.45239,18,,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.732,-0.0,0.0,0.0,1.0,-0.0
23,59,3,1,4,9,3,5,7,2,6,8,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,0.0,0.0,0.0,False,0.69018,19,,False,15.12,2,0.0,0.0,0.0,0.1476793248945147,0.1772151898734177,0.0,0.0,0.0,0.5527426160337553,0.1223628691983122,0.948,0.4172627905643896,0.0,0.3248945147679325,0.5527426160337553,0.6307636857681465
23,60,3,2,6,9,3,5,8,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.51366,20,,False,15.12,2,0.0,0.0,0.0,0.0,0.0243902439024389,0.0,0.5365853658536586,0.0048780487804878,0.1853658536585366,0.2487804878048781,0.8199999999999997,0.3472567820592172,0.0,0.0243902439024389,0.726829268292683,0.293533713310966
23,61,4,3,4,7,1,6,9,2,5,8,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,1.4131,1,1.0,False,15.12,2,0.0,0.0,0.0,0.0571827057182705,0.0,0.0920502092050209,0.0,0.0,0.8465829846582985,0.00418410041841,2.868,0.238575038288226,0.0,0.1492329149232915,0.8465829846582985,0.3867367662807016
23,62,4,2,6,8,3,4,9,1,5,7,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.53177,2,1.0,False,15.12,2,0.0,0.0,0.0,0.0470588235294117,0.0,0.0,0.0,0.0,0.9470588235294116,0.0058823529411764,0.6799999999999999,0.0889044059012706,0.0,0.0470588235294117,0.9470588235294116,0.1778088118025413
23,63,4,3,5,9,1,4,8,2,6,7,1.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.65855,3,1.0,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4659685863874345,0.0,0.5340314136125655,0.764,0.1619456127726595,0.0,0.0,0.4659685863874345,0.323891225545319
23,64,4,2,6,7,1,5,8,3,4,9,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,0.0,3,9,0.0,0.0,0.0,True,0.80166,4,1.0,False,15.12,2,0.0,0.0,0.0,0.0,0.5728155339805825,0.0,0.0,0.3640776699029126,0.0,0.0631067961165047,0.824,0.3126797815445091,0.0,0.5728155339805825,0.3640776699029126,0.6253595630890183
23,65,4,1,5,7,2,4,8,3,6,9,3.0,3.0,6.0,9.0,1.0,2.0,4.0,5.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.74415,5,1.0,False,15.12,2,0.0,0.0,0.0,0.4767025089605735,0.0,0.0,0.0,0.5232974910394266,0.0,0.0,1.116,0.3149706445011961,0.0,0.4767025089605735,0.5232974910394266,0.6299412890023923
