Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedFeat,RT,WithinGameTrial,PoL,Adult,Age,AgeGroup,Block,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,TotalLookingTime,Entropy
23,35,2,1,5,9,3,4,8,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,True,0.71425,15,7.0,False,15.12,Adolescent,1,0.0,0.0,0.1769230769230771,0.7846153846153846,0.0,0.0,0.0,0.0205128205128205,0.0,0.0179487179487176,1.5599999999999996,0.0
23,36,2,1,4,7,3,6,8,2,5,9,2.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,1.0,2,6,0.0,0.0,1.0,True,0.73832,16,7.0,False,15.12,Adolescent,1,0.0,0.0096153846153846,0.0,0.0,0.3076923076923077,0.1298076923076924,0.0,0.0,0.471153846153846,0.0817307692307692,1.664,0.24123935774751357
23,37,2,3,5,8,1,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.53602,17,7.0,False,15.12,Adolescent,1,0.0,0.0,0.1572580645161291,0.0,0.663306451612903,0.0,0.0423387096774196,0.1370967741935482,0.0,0.0,1.9840000000000004,0.0
23,38,2,1,6,9,2,4,8,3,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.86293,18,7.0,False,15.12,Adolescent,1,0.0,0.0,0.1538461538461537,0.0,0.0046620046620046,0.0,0.7342657342657343,0.0093240093240093,0.0769230769230769,0.0209790209790209,1.7159999999999995,0.1795936553440609
23,39,2,3,4,8,1,5,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.55731,19,7.0,False,15.12,Adolescent,1,0.0024752475247524,0.1410891089108912,0.0,0.0,0.0049504950495049,0.5841584158415841,0.0,0.0,0.2499999999999999,0.0173267326732673,1.616,0.8528131834037462
23,40,2,3,5,8,1,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,True,0.62879,20,7.0,False,15.12,Adolescent,1,0.0076726342710997,0.0076726342710997,0.0,0.1202046035805628,0.0025575447570332,0.0,0.3734015345268544,0.0,0.2531969309462916,0.2352941176470585,1.5639999999999992,0.3505828729341167
23,41,3,3,5,9,2,4,7,1,6,8,2.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,2,6,0.0,0.0,0.0,False,1.2593,1,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.5263157894736837,0.0,0.0,0.34984520123839,0.0,0.0,0.1238390092879261,1.2919999999999996,0.6419442409628653
23,42,3,1,5,7,2,6,8,3,4,9,1.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.42485,2,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.2992424242424243,0.3939393939393941,0.1022727272727273,0.0037878787878787,0.0,0.2007575757575754,1.0560000000000005,0.5408911425937417
23,43,3,3,5,9,1,6,7,2,4,8,3.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.70461,3,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.1457142857142854,0.1085714285714286,0.1800000000000001,0.0,0.3542857142857142,0.0,0.2114285714285715,1.4000000000000004,0.5900958170361321
23,44,3,1,4,7,2,6,9,3,5,8,1.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,2,6,0.0,0.0,0.0,False,0.71837,4,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.5725806451612905,0.0,0.1209677419354838,0.0,0.0,0.2661290322580643,0.0403225806451612,0.992,0.29061383881651837
23,45,3,2,4,9,1,6,7,3,5,8,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,False,0.62876,5,,False,15.12,Adolescent,2,0.2307692307692309,0.0,0.0,0.0,0.0,0.1839464882943144,0.5685618729096987,0.0,0.0,0.0167224080267558,1.196,0.8837174805629328
23,46,3,3,5,9,2,4,8,1,6,7,3.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,False,0.58812,6,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.1913580246913581,0.4104938271604937,0.3888888888888888,0.0,0.0,0.0,0.0092592592592592,1.2960000000000005,0.33432233504834696
23,47,3,3,4,8,1,5,9,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,False,0.54608,7,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.2680722891566264,0.2018072289156625,0.1987951807228917,0.0,0.3283132530120481,0.003012048192771,1.3279999999999998,0.5863128656942209
23,48,3,3,4,8,2,5,7,1,6,9,2.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.39406,8,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.019047619047619,0.0,0.9523809523809524,0.0,0.0,0.0285714285714285,0.4199999999999999,0.11096806821594082
23,49,3,3,6,7,1,4,9,2,5,8,1.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,False,0.83249,9,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.1904761904761902,0.0,0.4126984126984128,0.0,0.0,0.3873015873015873,0.0095238095238095,1.2599999999999998,0.33246838696899167
23,50,3,1,5,9,2,6,7,3,4,8,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,0.0,0.0,1.0,False,0.48743,10,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.0,0.2987012987012982,0.5032467532467537,0.0,0.0,0.1980519480519481,1.2319999999999998,0.6430757510733253
23,51,3,2,6,9,1,4,8,3,5,7,3.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.78993,11,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5934959349593502,0.0,0.4065040650406499,0.4919999999999999,0.0
23,52,3,3,6,8,1,5,9,2,4,7,3.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.5234,12,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.3627450980392162,0.0245098039215686,0.1274509803921569,0.0,0.0,0.0049019607843137,0.4803921568627445,0.8159999999999995,0.334825532304733
23,53,3,2,6,7,1,5,9,3,4,8,1.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,0.0,0.0,1.0,False,0.82727,13,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.2563451776649743,0.2664974619289342,0.1928934010152284,0.0,0.2791878172588833,0.0050761421319796,1.5759999999999994,0.6097169167467076
23,54,3,2,6,7,3,4,9,1,5,8,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,2,6,0.0,0.0,0.0,False,0.84908,14,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.3537604456824513,0.0,0.2061281337047352,0.0,0.0,0.4206128133704735,0.0194986072423398,1.436,0.6661800248161641
23,55,3,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,False,1.1684,15,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.4979079497907953,0.0,0.4100418410041843,0.00418410041841,0.0,0.0209205020920502,0.0669456066945601,0.9560000000000004,0.4063770392103325
23,56,3,3,5,8,2,4,7,1,6,9,3.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,0.0,0.0,1.0,False,0.38995,16,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.4831460674157303,0.0,0.0149812734082397,0.0,0.0,0.4756554307116105,0.0262172284644194,1.068,0.37900260287004633
23,57,3,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,0.0,0.0,1.0,False,0.53403,17,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0099502487562188,0.0,0.2338308457711442,0.5422885572139303,0.0,0.2089552238805969,0.0049751243781094,0.8040000000000007,0.6070755637378795
23,58,3,1,5,8,2,4,9,3,6,7,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,0.0,0.0,0.0,False,0.45239,18,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.293515358361775,0.0,0.0,0.0170648464163818,0.0,0.3447098976109214,0.3447098976109217,1.1719999999999997,0.6616825254068839
23,59,3,1,4,9,3,5,7,2,6,8,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,0.0,0.0,0.0,False,0.69018,19,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.0104166666666666,0.0,0.5260416666666665,0.0,0.375,0.0885416666666666,1.536,0.3347959727678895
23,60,3,2,6,9,3,5,8,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,6,0.0,0.0,0.0,False,0.51366,20,,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0050761421319796,0.152284263959391,0.0,0.2538071065989849,0.2741116751269037,0.0,0.3147208121827408,0.7879999999999999,0.34118834179551955
23,61,4,3,4,7,1,6,9,2,5,8,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,1.4131,1,5.0,False,15.12,Adolescent,2,0.2758620689655172,0.0,0.0,0.0,0.0,0.3586206896551724,0.0,0.0,0.3379310344827586,0.0275862068965517,0.5800000000000003,0.9918494648945034
23,62,4,2,6,8,3,4,9,1,5,7,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.53177,2,5.0,False,15.12,Adolescent,2,0.0,0.315492957746479,0.0,0.0,0.0,0.1971830985915494,0.0,0.4873239436619715,0.0,0.0,1.42,0.0
23,63,4,3,5,9,1,4,8,2,6,7,1.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.65855,3,5.0,False,15.12,Adolescent,2,0.1766381766381766,0.0,0.0,0.0,0.0,0.0028490028490028,0.2079772079772077,0.5925925925925924,0.0,0.0199430199430202,1.4040000000000008,0.0
23,64,4,2,6,7,1,5,8,3,4,9,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,0.0,3,9,0.0,0.0,0.0,True,0.80166,4,5.0,False,15.12,Adolescent,2,0.0,0.0,0.3157894736842104,0.0,0.0061919504643962,0.0,0.0,0.0,0.6687306501547988,0.0092879256965944,1.2920000000000005,0.028657065194039832
23,65,4,1,5,7,2,4,8,3,6,9,3.0,3.0,6.0,9.0,1.0,2.0,4.0,5.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.74415,5,5.0,False,15.12,Adolescent,2,0.0,0.0,0.0,0.2678936605316973,0.0,0.0,0.0,0.7280163599182005,0.0,0.0040899795501022,1.9560000000000004,0.0
23,66,4,2,6,8,3,4,9,1,5,7,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.75091,6,5.0,False,15.12,Adolescent,2,0.0,0.2923832923832922,0.0,0.0,0.0,0.1081081081081081,0.0,0.597051597051597,0.0,0.0024570024570024,1.6280000000000006,0.0
23,67,4,1,4,9,2,6,8,3,5,7,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.94145,7,5.0,False,15.12,Adolescent,2,0.0,0.1428571428571426,0.082010582010582,0.0,0.0,0.1005291005291005,0.0052910052910052,0.6666666666666666,0.0,0.0026455026455026,1.512,0.0
23,68,4,1,5,7,2,4,9,3,6,8,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,1.5236,8,5.0,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.0465116279069767,0.0,0.9302325581395348,0.0,0.0,0.0232558139534883,0.1720000000000001,0.0
23,69,4,2,6,9,3,4,8,1,5,7,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,3,9,0.0,0.0,1.0,True,0.57066,9,5.0,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2111650485436892,0.7888349514563108,0.0,1.648,0.170315047898674
23,70,4,2,4,9,3,5,7,1,6,8,1.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,1.0,3,9,0.0,0.0,1.0,True,0.56076,10,5.0,False,15.12,Adolescent,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0029940119760479,0.0,0.997005988023952,0.0,1.336,0.0027211833266492748
23,71,4,2,6,9,3,5,8,1,4,7,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,3,9,0.0,0.0,1.0,True,0.55221,11,5.0,False,15.12,Adolescent,2,0.0,0.0,0.002127659574468,0.0,0.576595744680851,0.0,0.0,0.4191489361702129,0.0,0.002127659574468,1.88,0.0
