,Subj,Trial,Game,Stim11,Stim12,Stim13,Stim21,Stim22,Stim23,Stim31,Stim32,Stim33,Choice,Chosen1,Chosen2,Chosen3,Unchosen1,Unchosen2,Unchosen3,Unchosen4,Unchosen5,Unchosen6,Outcome,Dim,Feat,CenterDim,CenterFeat,Correct,LearnedFeat,PoL,RT,WithinGameTrial,Adult,Age,Block,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10
19,23,20,1,2,6,7,3,4,9,1,5,8,1.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,1,2,,,1.0,True,,1.0524,20,False,15.12,1,0.0,0.28253615127919907,0.0,0.0022246941045606233,0.0,0.08898776418242486,0.35817575083426034,0.0022246941045606233,0.19021134593993339,0.07563959955506117
20,23,21,2,2,4,8,3,6,9,1,5,7,3.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,,,0.0,True,,1.3494,1,False,15.12,1,0.0,0.1995490417136414,0.005636978579481371,0.11950394588500561,0.0,0.0,0.0,0.269447576099211,0.06651634723788051,0.3393461104847801
21,23,22,2,2,6,9,1,4,8,3,5,7,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,,,1.0,True,,0.55658,2,False,15.12,1,0.005636978579481369,0.25366403607666277,0.005636978579481398,0.1860202931228861,0.0,0.08906426155580616,0.06651634723788055,0.1319052987598647,0.2446448703494927,0.01691093573844419
22,23,23,2,1,6,9,2,5,7,3,4,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,1.2917,3,False,15.12,1,0.0,0.2486248624862486,0.0022002200220021723,0.0,0.18701870187018696,0.0,0.295929592959296,0.0,0.0,0.2662266226622662
23,23,24,2,2,5,8,1,6,9,3,4,7,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,1.2182,4,False,15.12,1,0.2568493150684932,0.04223744292237441,0.0,0.037671232876712306,0.0,0.07077625570776264,0.053652968036529664,0.1621004566210046,0.34474885844748865,0.03196347031963466
24,23,25,2,3,5,9,1,6,7,2,4,8,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,,,1.0,True,,1.7524,5,False,15.12,1,0.003344481605351171,0.003344481605351171,0.07692307692307694,0.07469342251950943,0.2586399108138238,0.0657748049052397,0.003344481605351171,0.0022296544035674474,0.5061315496098104,0.005574136008918618
25,23,26,2,1,4,9,2,5,8,3,6,7,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,,,0.0,True,,0.67176,6,False,15.12,1,0.11512415349887134,0.0011286681715575622,0.004514672686230249,0.4142212189616251,0.0417607223476298,0.05756207674943564,0.004514672686230249,0.0,0.18397291196388266,0.17720090293453725
26,23,27,2,2,6,8,3,4,7,1,5,9,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,2,6,,,1.0,True,,0.70969,7,False,15.12,1,0.0,0.08080808080808077,0.0033670033670033395,0.11111111111111116,0.0,0.21099887766554432,0.0022446689113355786,0.43209876543209885,0.0,0.15937149270482603
27,23,28,2,2,6,9,3,4,7,1,5,8,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,0.53196,8,False,15.12,1,0.11825487944890933,0.0,0.003444316877152699,0.005740528128587803,0.3008036739380023,0.1090700344431688,0.005740528128587803,0.2101033295063145,0.03214695752009183,0.21469575200918492
28,23,29,2,3,4,9,2,5,8,1,6,7,3.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,,,1.0,True,,0.89136,9,False,15.12,1,0.0,0.0,0.16462736373748613,0.15016685205784205,0.0,0.0,0.0,0.011123470522803035,0.5661846496106785,0.10789766407119021
29,23,30,2,1,6,9,2,4,7,3,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,0.56151,10,False,15.12,1,0.0,0.0011600928074245944,0.08700696055684454,0.04756380510440839,0.4129930394431554,0.19141531322505803,0.0,0.1624129930394432,0.055684454756380494,0.04176334106728533
30,23,31,2,1,4,8,2,5,9,3,6,7,3.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,,,1.0,True,,0.84899,11,False,15.12,1,0.0,0.0,0.07276736493936045,0.0,0.04630650496141122,0.46968026460859974,0.163175303197354,0.0,0.0,0.24807056229327454
31,23,32,2,1,5,8,2,4,9,3,6,7,3.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,,,1.0,True,,0.5676,12,False,15.12,1,0.16723163841807925,0.003389830508474549,0.0,0.10508474576271189,0.34576271186440694,0.0,0.0,0.1683615819209036,0.0056497175141242955,0.2045197740112994
32,23,33,2,2,6,8,3,4,9,1,5,7,1.0,2.0,6.0,8.0,1.0,3.0,4.0,5.0,7.0,9.0,1.0,2,6,,,1.0,True,,0.81435,13,False,15.12,1,0.0,0.09413067552602435,0.00221483942414175,0.08970099667774088,0.1295681063122924,0.5027685492801772,0.0,0.1616832779623477,0.0044296788482835,0.015503875968992251
33,23,34,2,1,6,9,2,4,8,3,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,,,1.0,True,,0.59681,14,False,15.12,1,0.0,0.0,0.11647429171038826,0.11857292759706187,0.39349422875131157,0.13746065057712487,0.17313746065057714,0.043022035676810094,0.0,0.017838405036726127
34,23,35,2,1,5,9,3,4,8,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,,,1.0,True,,0.71425,15,False,15.12,1,0.0,0.0,0.17320261437908507,0.3387799564270152,0.038126361655773426,0.0,0.0,0.2973856209150327,0.0,0.15250544662309357
35,23,36,2,1,4,7,3,6,8,2,5,9,2.0,3.0,6.0,8.0,1.0,2.0,4.0,5.0,7.0,9.0,1.0,2,6,,,1.0,True,,0.73832,16,False,15.12,1,0.0,0.07862679955703214,0.0,0.0,0.2735326688815061,0.2868217054263567,0.0,0.0,0.2912513842746401,0.06976744186046513
36,23,37,2,3,5,8,1,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,0.53602,17,False,15.12,1,0.0,0.0,0.08456659619450324,0.06976744186046512,0.569767441860465,0.0,0.022198731501057216,0.2441860465116278,0.0,0.009513742071881607
37,23,38,2,1,6,9,2,4,8,3,5,7,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,0.86293,18,False,15.12,1,0.0,0.0,0.19845644983461955,0.15876515986769574,0.14332965821389193,0.0,0.350606394707828,0.08930540242557884,0.036383682469680295,0.023153252480705627
38,23,39,2,3,4,8,1,5,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,0.55731,19,False,15.12,1,0.001135073779795687,0.07150964812712833,0.0,0.15664018161180476,0.053348467650397254,0.44494892167990924,0.07604994324631102,0.019296254256526618,0.12485811577752554,0.052213393870601574
39,23,40,2,3,5,8,1,4,7,2,6,9,3.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,0.62879,20,False,15.12,1,0.007751937984496126,0.05758582502768548,0.036544850498338846,0.16279069767441867,0.001107419712070875,0.0,0.19712070874861576,0.25692137320044306,0.11406423034330011,0.1661129568106311
40,23,41,3,3,5,9,2,4,7,1,6,8,2.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,1.0,2,6,,,0.0,True,,1.2593,1,False,15.12,2,0.0,0.13874345549738226,0.0,0.31151832460732964,0.0,0.07460732984293189,0.4109947643979057,0.0,0.0,0.06413612565445044
41,23,42,3,1,5,7,2,6,8,3,4,9,1.0,1.0,5.0,7.0,2.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,,,0.0,True,,0.42485,2,False,15.12,2,0.11192214111922144,0.0,0.0,0.0,0.29805352798053525,0.13260340632603415,0.31508515815085164,0.0012165450121654502,0.0,0.14111922141119207
42,23,43,3,3,5,9,1,6,7,2,4,8,3.0,2.0,4.0,8.0,1.0,3.0,5.0,6.0,7.0,9.0,0.0,2,6,,,0.0,True,,0.70461,3,False,15.12,2,0.03789731051344743,0.30562347188264055,0.0,0.062347188264058585,0.046454767726161396,0.15403422982885093,0.007334963325183374,0.2396088019559902,0.0,0.1466992665036675
43,23,44,3,1,4,7,2,6,9,3,5,8,1.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,1.0,2,6,,,0.0,True,,0.71837,4,False,15.12,2,0.0,0.059055118110236206,0.0,0.3018372703412074,0.0,0.04199475065616799,0.3622047244094488,0.0,0.12335958005249337,0.11154855643044621
44,23,45,3,2,4,9,1,6,7,3,5,8,2.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,,,1.0,True,,0.62876,5,False,15.12,2,0.16934487021013606,0.0,0.0,0.0,0.0,0.13967861557478373,0.6835599505562422,0.0,0.0,0.007416563658838073
45,23,46,3,3,5,9,2,4,8,1,6,7,3.0,1.0,6.0,7.0,2.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,,,1.0,True,,0.58812,6,False,15.12,2,0.16828087167070221,0.0,0.0,0.07506053268765141,0.1610169491525424,0.15254237288135594,0.35593220338983045,0.08353510895883778,0.0,0.0036319612590799033
46,23,47,3,3,4,8,1,5,9,2,6,7,3.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,,,1.0,True,,0.54608,7,False,15.12,2,0.0,0.14959723820483314,0.0,0.0,0.18987341772151894,0.07940161104718062,0.42117376294591496,0.0,0.1254315304948216,0.03452243958573072
47,23,48,3,3,4,8,2,5,7,1,6,9,2.0,2.0,5.0,7.0,1.0,3.0,4.0,6.0,8.0,9.0,0.0,2,6,,,0.0,True,,0.39406,8,False,15.12,2,0.0,0.0,0.0,0.0,0.0033112582781456954,0.0,0.9387417218543046,0.0,0.0,0.05794701986754972
48,23,49,3,3,6,7,1,4,9,2,5,8,1.0,3.0,6.0,7.0,1.0,2.0,4.0,5.0,8.0,9.0,1.0,2,6,,,1.0,True,,0.83249,9,False,15.12,2,0.0,0.0,0.0,0.07692307692307684,0.0,0.26538461538461544,0.49743589743589745,0.0,0.15641025641025644,0.003846153846153847
49,23,50,3,1,5,9,2,6,7,3,4,8,2.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,1.0,2,6,,,1.0,True,,0.48743,10,False,15.12,2,0.0,0.13249999999999998,0.0,0.0,0.0,0.13499999999999981,0.6100000000000002,0.0,0.0,0.12250000000000007
50,23,51,3,2,6,9,1,4,8,3,5,7,3.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,9.0,0.0,2,6,,,0.0,True,,0.78993,11,False,15.12,2,0.0,0.0,0.07832618025751073,0.07081545064377683,0.002145922746781116,0.0,0.6545064377682405,0.07832618025751079,0.0,0.11587982832618014
51,23,52,3,3,6,8,1,5,9,2,4,7,3.0,2.0,4.0,7.0,1.0,3.0,5.0,6.0,8.0,9.0,0.0,2,6,,,0.0,True,,0.5234,12,False,15.12,2,0.0,0.0,0.0,0.08418657565415251,0.005688282138794084,0.029579067121729235,0.7042093287827076,0.0,0.06484641638225257,0.11149032992036385
52,23,53,3,2,6,7,1,5,9,3,4,8,1.0,2.0,6.0,7.0,1.0,3.0,4.0,5.0,8.0,9.0,0.0,2,6,,,1.0,True,,0.82727,13,False,15.12,2,0.0,0.11611374407582938,0.0,0.04976303317535543,0.12203791469194297,0.17417061611374424,0.3246445497630332,0.0,0.13033175355450236,0.08293838862559244
53,23,54,3,2,6,7,3,4,9,1,5,8,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,2,6,,,0.0,True,,0.84908,14,False,15.12,2,0.0,0.0,0.038461538461538436,0.24941724941724944,0.0,0.12004662004661998,0.015151515151515154,0.0,0.39627039627039634,0.18065268065268064
54,23,55,3,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,1.1684,15,False,15.12,2,0.05714285714285714,0.0,0.0,0.1360000000000001,0.0,0.23085714285714293,0.06171428571428576,0.0,0.48914285714285705,0.025142857142856995
55,23,56,3,3,5,8,2,4,7,1,6,9,3.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,2,6,,,1.0,True,,0.38995,16,False,15.12,2,0.08872901678657073,0.021582733812949638,0.0,0.22182254196642684,0.0,0.005995203836930455,0.014388489208633093,0.0,0.6306954436450839,0.016786570743405275
56,23,57,3,1,6,9,3,4,7,2,5,8,1.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,0.0,2,6,,,1.0,True,,0.53403,17,False,15.12,2,0.0,0.0,0.0,0.06675392670157067,0.0,0.06675392670157067,0.14267015706806294,0.0,0.706806282722513,0.01701570680628269
57,23,58,3,1,5,8,2,4,9,3,6,7,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,,,0.0,True,,0.45239,18,False,15.12,2,0.0,0.07231638418079098,0.0,0.09717514124293795,0.0,0.0,0.005649717514124153,0.0,0.7107344632768361,0.1141242937853108
58,23,59,3,1,4,9,3,5,7,2,6,8,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,0.0,2,6,,,0.0,True,,0.69018,19,False,15.12,2,0.0,0.0,0.0,0.10179640718562878,0.05508982035928144,0.0,0.24191616766467064,0.0,0.511377245508982,0.08982035928143714
59,23,60,3,2,6,9,3,5,8,1,4,7,3.0,1.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,9.0,0.0,2,6,,,0.0,True,,0.51366,20,False,15.12,2,0.0,0.0,0.0,0.001278772378516624,0.04475703324808184,0.0,0.690537084398977,0.07033248081841435,0.04859335038363171,0.14450127877237842
60,23,61,4,3,4,7,1,6,9,2,5,8,2.0,1.0,6.0,9.0,2.0,3.0,4.0,5.0,7.0,8.0,1.0,3,9,,,1.0,True,,1.4131,1,False,15.12,2,0.04640371229698378,0.0,0.0,0.04756380510440835,0.0,0.1368909512761021,0.0,0.0,0.7610208816705336,0.008120649651972157
61,23,62,4,2,6,8,3,4,9,1,5,7,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.53177,2,False,15.12,2,0.0,0.2788798133022171,0.0,0.009334889148191364,0.0,0.08168028004667449,0.0,0.44107351225204183,0.18786464410735118,0.0011668611435239206
62,23,63,4,3,5,9,1,4,8,2,6,7,1.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.65855,3,False,15.12,2,0.13548387096774195,0.1135483870967742,0.029677419354838704,0.0,0.0,0.001290322580645161,0.18322580645161282,0.38451612903225796,0.0038709677419354834,0.14838709677419365
63,23,64,4,2,6,7,1,5,8,3,4,9,2.0,1.0,5.0,8.0,2.0,3.0,4.0,6.0,7.0,9.0,0.0,3,9,,,0.0,True,,0.80166,4,False,15.12,2,0.0,0.0,0.20263157894736836,0.0,0.15789473684210523,0.0,0.0,0.1552631578947368,0.4592105263157895,0.024999999999999963
64,23,65,4,1,5,7,2,4,8,3,6,9,3.0,3.0,6.0,9.0,1.0,2.0,4.0,5.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.74415,5,False,15.12,2,0.0,0.06303418803418803,0.0,0.28205128205128205,0.0,0.0,0.0,0.6495726495726496,0.0,0.005341880341880342
65,23,66,4,2,6,8,3,4,9,1,5,7,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.75091,6,False,15.12,2,0.0,0.22323462414578585,0.0,0.0034168564920273345,0.0,0.1298405466970388,0.0,0.4544419134396355,0.18678815489749426,0.002277904328018223
66,23,67,4,1,4,9,2,6,8,3,5,7,1.0,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.94145,7,False,15.12,2,0.08146399055489965,0.11097992916174722,0.03659976387249118,0.0,0.0,0.04486422668240853,0.002361275088547816,0.6564344746162928,0.05785123966942152,0.009445100354191265
67,23,68,4,1,5,7,2,4,9,3,6,8,2.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,1.5236,8,False,15.12,2,0.13359788359788363,0.0,0.0,0.005291005291005291,0.0026455026455026454,0.0,0.66005291005291,0.0,0.19708994708994712,0.0013227513227513227
68,23,69,4,2,6,9,3,4,8,1,5,7,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,3,9,,,1.0,True,,0.57066,9,False,15.12,2,0.0,0.08912037037037036,0.0,0.0023148148148148147,0.0,0.0,0.0,0.36226851851851843,0.5405092592592592,0.005787037037037008
69,23,70,4,2,4,9,3,5,7,1,6,8,1.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.56076,10,False,15.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3716814159292035,0.0,0.6017699115044247,0.026548672566371646
70,23,71,4,2,6,9,3,5,8,1,4,7,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,0.0,3,9,,,1.0,True,,0.55221,11,False,15.12,2,0.0,0.0,0.09726775956284148,0.0,0.29617486338797805,0.0,0.0,0.5387978142076504,0.012021857923497267,0.05573770491803278
71,23,72,4,2,6,7,3,4,9,1,5,8,2.0,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.71058,12,False,15.12,2,0.16369710467706006,0.0,0.0,0.020044543429844068,0.13363028953229397,0.0,0.03563474387527837,0.35746102449888656,0.23942093541202672,0.05011135857461024
72,23,73,4,1,5,7,3,6,8,2,4,9,3.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.82151,13,False,15.12,2,0.0,0.09210526315789483,0.0,0.17464114832535882,0.0,0.0,0.0,0.12320574162679426,0.5131578947368421,0.09688995215311003
73,23,74,4,1,5,8,3,6,7,2,4,9,3.0,2.0,4.0,9.0,1.0,3.0,5.0,6.0,7.0,8.0,0.0,3,9,,,1.0,True,,0.54779,14,False,15.12,2,0.0,0.05493133583021227,0.0,0.002496878901373284,0.0,0.036204744069912614,0.18102372034956304,0.05867665418227213,0.5980024968789013,0.06866416978776532
74,23,75,4,2,4,8,3,6,7,1,5,9,3.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.74686,15,False,15.12,2,0.06009615384615381,0.0,0.0,0.0,0.13701923076923073,0.0,0.27644230769230765,0.0,0.5240384615384616,0.0024038461538461236
75,23,76,4,2,4,8,1,6,7,3,5,9,3.0,3.0,5.0,9.0,1.0,2.0,4.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.50423,16,False,15.12,2,0.10697674418604654,0.0,0.0,0.0,0.00813953488372093,0.29186046511627906,0.47674418604651153,0.0,0.03953488372093026,0.0767441860465116
76,23,77,4,3,4,8,1,5,9,2,6,7,2.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,1.0,3,9,,,1.0,True,,0.87175,17,False,15.12,2,0.0,0.0,0.06529625151148734,0.17775090689238207,0.0701330108827086,0.0,0.0,0.4558645707376058,0.16324062877871826,0.06771463119709795
77,23,78,4,2,6,9,3,4,7,1,5,8,1.0,2.0,6.0,9.0,1.0,3.0,4.0,5.0,7.0,8.0,1.0,3,9,,,1.0,True,,1.2221,18,False,15.12,2,0.0,0.0,0.07762557077625566,0.14155251141552508,0.0,0.007990867579908677,0.7614155251141552,0.0,0.0,0.01141552511415525
78,23,79,4,3,6,7,1,5,9,2,4,8,2.0,1.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,8.0,0.0,3,9,,,1.0,True,,0.58852,19,False,15.12,2,0.0,0.05141388174807198,0.0,0.2802056555269922,0.010282776349614525,0.0,0.015424164524421594,0.2956298200514138,0.07583547557840617,0.27120822622107965
